,photo_id,business_id,caption,label
4886,tf5BKe0DWMUCm5eTA617uQ,9e_oT4olPUsUDgqNsCGghQ,,inside
4887,x6uE2MaIuVE3Qxl-7w3-YA,hDXntvIw8tTEGUSa3PDJTA,July 2021: A section of the dining room. There are two wall TVs,inside
4888,BtjWCTGj125snUfiPx6gDg,hfbZ97Te3T4jeWN6GgsGrQ,Cute cafe in front if you just want the pastry,inside
4889,2qNbwpGSvY_p_MM0JlXFNQ,MAIfD4kJDCydgoD1l2b_vw,,inside
4890,ydGwoxLuFdoxx-6rdaoXCA,BxFWkJsm5A0lz7C_BFDm4Q,,inside
4891,e1giofMKeB3lghYWIdy0jw,snguCYg0ierKRuUTxCDH7w,,inside
4892,IXBJrE7ETkDR9tWnqgDddQ,muIfqhkAmF-_AT7pHHUOSw,Design over the lanes,inside
4893,4bHg_eSo8ROAMChgWOM1Gg,gVw224_IlTrx3KHEgFBtMg,,inside
4894,v-Hp5pEgJdNGbktaCXxyxw,s2FmB9YjpULaowp1rKDtvw,Grilled Cheese,inside
4895,aGJ0G7k2HG26z_9JFNWgrg,eLjXnfYwkr8zz0VhwMhOGw,,inside
4896,Uv67JnW9-Lh3yjqvC3EP5Q,yz0KWVamNhqiZGz7XTClzg,,inside
4897,eO3WJ4hn_l4k7JR_SD5LXg,-xov4QrIEkyNrSArhjmjZQ,,inside
4898,NDu1Hhr9LO33J1R2tFRxHw,km-biOKD173NkcpWk_Wdng,,inside
4899,84AoSvpIF9f0Mletn5c3gA,DH-vk-XzWMT9rRLcbBbnUw,Buffalo Trace mural. So cool!,inside
4900,oNe5FUraeVRmoFEQE8yQ0A,3KG-1mGBbanTT_mLk8r-gw,,inside
4901,shwFVDyRmkrWJFBNi2cRTg,2KIDQyTh-HzLxOUEDqtDBg,Shopping here is a heavenly experience,inside
4902,5vfS1ToTXSzNNAWRTKeY0A,zmuecq9VaeLZDdMXP871VQ,,inside
4903,gQoGNmiUN31D5XrhNe3abA,hGUr1HxLfqvhQC1AG8kkVg,,inside
4904,5evXwAQu4YHXOuJkB4h5aA,OE984imunvv0HCp2HtgvQg,,inside
4905,em57Hp5UVjpzFN_DDFstWg,1DxIGnI4mDDJyeIPkHemnw,Whole buttermilk fried chicken carving station,inside
4906,xBn9J6xPv7fRC2S3baPjdQ,_9x1oSQghxEPuUeb5NPShw,Belly dancer,inside
4907,6QUwbU66QHwVNMuG3aRBYA,-85kJMtb9wqNWDT8yLbitw,,inside
4908,qJFZ1Vc6Z_x7zRzBep8boA,cR_5wHI9bMpcVma8OH5dsQ,Upstairs Family Room Fireplace,inside
4909,TZqpSurTaTXt1coP_9vRsA,Ss6f5v_t5Vddiaz4ZOxL0g,The inside of the restaurant :),inside
4910,ui4a3WDDmHj0Gkk-NvSzOQ,NbOWECn3ilz4gWL6dm5P6g,Interior,inside
4911,am0DkaWenOmYyJF2mxD-9w,IhidGSRMJSnVeocxiOC20Q,GRAND OPENING 1/31/19,inside
4912,qXkjw81DZhD4SCzjVvcH1w,tueA4ip6XgUhHRGG-2-EJg,She was phenomenal!,inside
4913,TkRn2h-IXwC-j3kRfVQZ1g,geuZssQDB8yblCpFYwoqAw,beautiful design,inside
4914,H6aIp1y4VNu99UEFqass1g,n5i09tgSuzv9ZeIN9Qe5oQ,Interior,inside
4915,D1DP_hdMsZNVqwDVkZ8hRA,cq9-og8H25nyZlBNhXJgRA,Dinner table,inside
4916,qMt2E9wnBGIWobU4oBxNXw,8uF-bhJFgT4Tn6DTb27viA,Omg !,inside
4917,ndEi-HEph1xIYMkHA28oxg,hdh1tm7ZyCHc4S-2nST61A,,inside
4918,plEDCNrQvKbAZJDBdLSCUQ,kpRRCAN8PQTeWHGBoxpl_A,Taps,inside
4919,dS57EwQ6xRghrj9UJmDBhQ,w2aRLfmCtvtuHIexk08gYA,Brand new mural from Pep rally Inc,inside
4920,S7rk6Yj1_wlQzJ5TgAofng,2KlvBObysXe00p7phB45_A,Inside view,inside
4921,PyZ07G21x1qmFFoIIOKilA,AZ42H2kk4JUiskC9NPoUjw,,inside
4922,CH9y3ErO1X1fHZy-mpJNsQ,cQDwJjslebJv5Co7gCm2Yw,,inside
4923,HE6O1naKCRTht8KpG7pcoA,A5b9nVDi1DPVvPOD24-p6w,Marko & Julia enjoying a Cappuccino at Sump Coffee.,inside
4924,hVpbfQ-Uj6hT-jwrKH_X7A,AWo28R8h3bEEZJtIkravnQ,Open and airy floor plan.,inside
4925,NQq5v2P8TU8W2lJkQlUwow,7pwFfnB6FH4lflXWrQ2Tqw,,inside
4926,obCqXNVF9-PeQUYJohd5_Q,wIz_tZ88bj4W3VlrJTiiqQ,,inside
4927,Rp90mCrYLId0aeJh-0sZTg,qltayRFPZ1GiSMeUkeF3Dw,Decor,inside
4928,H1lpJVXbnF2LL39_W-3B6A,uJEUrK-OppE0xS9BjeRmZQ,Wine Steward,inside
4929,-c_LI9EU0RTYkbMioHScRA,MQRZphoLZVK278Na2YjzgQ,Inside and counter,inside
4930,mas-hboeJxj-1vZAxs-MWw,3fzqVKBxVXjwb3GorguhPA,,inside
4931,txsKoVHGJ1bQU3zpvQtgKw,hHCGmb01EGFstumCsd4-VA,8 machines with 16 flavors!,inside
4932,_du4GlaHBMiZ1efkJH5ecQ,vhGl4WDtyvSd1Ml0b_FaFA,,inside
4933,zfqMP8tcyWG6f6L2dUPVRg,nd1wLaVXyk86yECj1ffwJw,Give us a call for all your catering needs!!,inside
4934,4K80LBZDOTbptiXyodSkAQ,wtwDcp79klLOLaIjCFHQCA,new interior,inside
4935,FygqClvGVHyPrlTN8uknLQ,1ipr4W2ApXdAyOmRE4AIkQ,,inside
4936,7xptGeku__BNFsRj7neZrQ,Cckfq1IRAAN4Q7YJh7Ru6A,,inside
4937,HkRUsJyoTOC7RkvGmynYXA,oCbJpGl8IkH1WdYa25TDBA,Bar,inside
4938,4R-7UJ8xTguUbJaunuvdfQ,My9NAWShKtNqBYw7200qOw,Bar next to the patio with open air windows,inside
4939,VSIQHVk89LFxvyzMmAGuUg,jWmg60gRRnNhaHQyc2W8Og,,inside
4940,v18e8N3SiTBEswqT5MC-0A,6KLYTdC1qESvw0VaremJbQ,For sale,inside
4941,iYgTRydidgmRBZlVpxDfjw,SK8mugK0lNcb0okR5pQ8pQ,,inside
4942,MYmI-vRPS5kFdczAYzeNvg,BEMSDLPP630Fpdw_QpqLVA,,inside
4943,zszlAf8z1OuSZ5MegVicPg,T4LfF6fT4_5UuP6ZpMjUGQ,,inside
4944,sFXwc-vYFMnZfaRm3QPp2w,hsyIDX4x4ndYEvPoJF6_1g,Interior,inside
4945,aNEM3XM-8G1keE5sttRTxQ,K7COP3apcoLdA54zavg5UQ,Dinner,inside
4946,5bIFC32QHaRcvb-99qzc7Q,RTwDv2oLE3gzAZlf63OPXA,Really cool lounge area with throw pillows. Reminded me of Morocco!,inside
4947,NpdEnS9Lx5oh05n5Wq7lEA,Vttx43qm9hpH3AvcvZny6g,,inside
4948,VM7ecvmjkKCjwRJow13U5A,dclL14pr7OojCOKJ_ZbMbQ,Interior,inside
4949,JelDSdfDVeOyLzwsPsTPfQ,on8IOJvb1mkHx_eXiMnV1w,,inside
4950,vx7_MwISMHFZagVutgrtqA,3NsTKp85H2FUjr1SURf0NQ,,inside
4951,1GK6UzIN0T_BxLJ_R977qQ,Mda0PLZBaHyyBGii30NVcQ,,inside
4952,bZxGPedbdkzq70NFWPCReg,hNgzkyELo0Yf3S3kb5jB-Q,Great ambiance,inside
4953,HDhW86whh5QkR-JrDUINgg,Scd-rcsQCn60t1sHHFv-og,,inside
4954,vpxLqEM53qXS3sotbydigw,pym7c6ZFEtmoH16xN2ApBg,Safe distancing seating,inside
4955,gqcFsuuK1QEVgE5-ae8zHQ,Ve97h3uXRrm3jAhJmIyTag,Good music,inside
4956,Z8vqrk_Ul2Wnj_wheCN_fA,nihvarTktbLi1CI_Dkep4Q,,inside
4957,F1mPUDhdT6jHTnTL6qz--g,cEb1xzZzp6b4TM-MrqxktQ,The band!,inside
4958,CfWSdorvPwW5383CDqH4kQ,c1cHkfHOySbevqOfvshUiA,,inside
4959,Tm4nL34Le8lpinNhoUF9HQ,dJYn3HhPt1irQZu-Q587aw,,inside
4960,3j65f-C1Z_x5UlslViDF_w,h3DUMo4oWyVQ9ZfGar6vPg,The Patio Room,inside
4961,vl2P7ri6bdordeZNzHdo5A,RS4epErt5vEvSCp-U7Or3g,,inside
4962,87EfX6mmSUUb1_Fy_E8oKQ,ql-17MqVgeIywBlbVon_sQ,,inside
4963,JaAz0molGE_xGoWim-SNSg,vGa5Xwkp1zw4kmANvL54Zw,,inside
4964,T5lWb1F6dgTt2XgFpMHjUA,dNhuI4zka3WDhbfksalj5w,,inside
4965,3GNyqEUw42E-6CSj16omUA,T0KdsREyFoR32Fp1CLcTwg,Decisions,inside
4966,xSCqrUjHeyulFVsqeCvqxg,gfIj5FvIejEiex4WV04wIQ,,inside
4967,jit-4wGcHjdfVbTxTaFsSg,jgOr0_lGEgiDSMvGxVoJOw,Whiskey,inside
4968,fwnpnZ8rAN0XCGTXQeFpIQ,MEjSgFHOe8ed6D8Tt8JTvw,Fun folk  with Rough & Tumble,inside
4969,gtg58Mhs4BGY9Ct6FDTJnA,jkGQQ4_LgJx3hwPtCFkzbQ,Lunch with my sick kid.,inside
4970,Co4PQKkc32C6EYhcYDuZQQ,7sfcBZE-sXSUWfdITZqf0w,,inside
4971,nWsH2SXJ3rXXepzU1fAPng,7Xs44M4gmghxrJgU_xzppg,,inside
4972,h43ASzyfqN1hHx8aSvAmRQ,IMWoj619K8ezUmFP8ktXEg,,inside
4973,o-DBtNI4rEAL4QpaT0ME6Q,3QrvUMkwQmsPebkCtgYDpA,Main floor overview of the restaurant,inside
4974,PaSm0waz151Vos01pw602Q,vP_Rkh68ohANnCL-nXED6Q,,inside
4975,wwjccNN547IZmXaDYjhPDw,giVJJZSjs8HEjiQB7moYUg,Inside the Madison,inside
4976,QU-SI55TntrIn_9X809utg,23qa5SsahSsVhqAVmX6aow,Awesome lights,inside
4977,Uj3WH8WJx2v1qJHnRRrLMw,3Z4rhPFO6XWJRQipEIZCWA,Awesome decor!,inside
4978,7w48h_yXlVE8RBVOPzLrcw,YyTnxq15-jeW_k1eYd4S1A,,inside
4979,La6yhFtYN1Ny2natOQZsfA,KsFuzQCOPhP8eHmt3rP11Q,Jamaica Spritz!!,inside
4980,x6XZxRX32HB2g5u82oQN3w,H9sugQg2PyDvtqW_vIVm8A,Facing the back section,inside
4981,3dNJP7MADHc0-P3uE91ICA,2oJEZAxMIt9dGwap1r6xAg,,inside
4982,BJF1T1q4YUgQ4EuXEfO4lQ,Z4PF4EtM12L7nwOHZHFJNA,,inside
4983,9tHh0RjGbV3tlK6dVzuksQ,L4-_gPiqsuX50JN_-qUhNQ,Pastries,inside
4984,M1lTc5QpQqwGFg2eANOb0A,WXgV2lOUgas7DzTLeDau-w,,inside
4985,m82vuAWuwluFZdDvRs2ttg,gYrHa4CckDjgOQc5B-yTKA,Live entertainment!,inside
4986,Gj6ingU9G54iwyXmSg4Ieg,SVkr5ycAeimOJAbpOsL8MQ,Large table with jukebox,inside
4987,Yiy0t5uznEAQMYJJLB3j6A,hExi86DTBlmIhB2FLvqrHg,Interesting color palette in the bar area,inside
4988,keYGoTWeDEGmTzh4BdTAPQ,1Efjww8n7WtKtKTgDqjgdA,,inside
4989,UviSrfTYTDaZtbqHnAAdQg,Z58OEXIQoXPP0XteHmCfSQ,,inside
4990,WncZGqQdlNk6yKYDHMcjCg,EqxVp4_9Up1HNgpU2pH3WQ,,inside
4991,9N07BGn_neJ5uHDg42pJQA,XzbIqqa54DSbjZu0O04lAQ,,inside
4992,5xbuC4rUA-IkAr-x71pWmw,uaGsQWKKPhvPW2dnN2fcAw,,inside
4993,aTnueg8uQTjro6xVwk04qQ,GUuX7S-cF-iPLyJ01ZxKZA,,inside
4994,pMCJ6-HCWYYocDsV4tQlEQ,SbdL-8NSmTWgSwdGZBa7WQ,,inside
4995,tgTrf0jFGJ-8zF_pnfahDw,qsm7SkX60JsajT7Yz248FA,Decor,inside
4996,OQeM3-cTDJj0B641YbBB7g,V_jy9Aemc3kjznqhbsu_Dg,,inside
4997,lNa58Y3hwGj2wkIcJJXpXg,bn0XzKxBRBWvnHUMg5cz6g,Bar area,inside
4998,5l1Azlo6JoO4_7IlCq469w,2coic7DZlnlqVhblbEOpIA,Vintage Poster in the Men's Room,inside
4999,GjbH8AMm9l1Pvxl_AsOTIQ,23qa5SsahSsVhqAVmX6aow,View of the pizza baking areas.,inside
5000,68EVt7AjCnTz0vRErMRB-w,FEXhWNCMkv22qG04E83Qjg,,inside
5001,H4GSY5R2FAggU5tgg7H0cQ,6USj3cqHAf2HkjBNomafRA,,inside
5002,L-cZ5wlZi1zdZ0EGe_bItA,8SfhajQ-SsvhkxLgINvozg,,inside
5003,S5_v2u8xF-h0As0qBkkFag,dEyUSBypFJ-hnup6NsG2ew,Digging in!,inside
5004,XBSJ9WTrtXH6mIEZd00mvQ,U06ky7tOjrwad_zx05D9yQ,,inside
5005,hx-IJb6fldEaQQG23ufI9A,q6V-xAaihjwVGj0pxWQ8Ig,,inside
5006,jquRew339J6_UDAy_4R0QA,KYQ_ULE4PXNlPMBtXOYrOw,,inside
5007,yjG2D-nQJOwIQgxwQLos-w,1KpNlu8VM8ukw3uOzmMFPA,,inside
5008,wDCsHsXYZ9_QPsIIxZP6ZA,-mIlmp5l4hKlp1tvHRdvTg,,inside
5009,oJTo0HPAvmxwHfPfTZGACQ,kkfHcOukpqNzABf3-NFN7g,,inside
5010,m0XAaLjP8ShOQ090glYijw,qbn6nT6kbG17vcqYjyIuhQ,With antique barbershop chairs to chat from.,inside
5011,H71PA_Jf61IxI7Dt9dVTgA,oJvOiVyzqWqOfvaRH_TflA,"Billy Gilman Feb 6, 2022. City Winery Nashville",inside
5012,ZBSPsKo2suJx50LgEl1PMA,qQrNp9Q_-1GC1eRGv-HZLg,,inside
5013,0IBibtFXmc0TcqckZJJkgg,p53i8ogh4pADR41GwaPRjg,,inside
5014,rHBmG7QgdefGIvdwMf8xXQ,iuQlscgeor7lvRByKiaeiA,Clean space and fresh ingredients!,inside
5015,xNzPHZldfxtfkLx3IEVgnw,A2q7d-CBM2-81tVkmS4JMw,Nice Buffet,inside
5016,Ae7oaxdNxlGA9ps9Oes5Mg,fArLjilYfYfpAJbLHw4zCA,,inside
5017,DPt55mHqcrsA546Ri2aU_A,FXUvbpIGhs1uUwzhu9kXPw,,inside
5018,9mH2m9Zcu0QwMFYc9yNMYQ,Hbinc1W5pNPuc7cLdIvsRA,,inside
5019,_L84_PXxmQHQ41aSVj5sxg,6_aIv0CccDpcMk-kowG8Wg,,inside
5020,-194bfBI_zM5ELv-mizqvA,Tf_Oj8uWRvXmqkEmntzTdA,,inside
5021,EK244MyRuqTZp5e9SGJHvg,jOA7Rmb7ieYZ_khMrGYtHw,,inside
5022,0ipxfdkBGKU4c2PLOXczHw,fla4vQjwBYVD3-AHAGnMFw,,inside
5023,23XfWlW6PlSUSrot2bHTqQ,buhp7TCpDo4OmR0yDeydKA,,inside
5024,TX5Y-sv78NQgDxk0hPYhFA,v6-cuf0GWBHA6ryma3jhOA,,inside
5025,OVaqeEF0pMtTTPo04Sp5Xw,5RzJ2bjU8bLSaN5SuiUpYA,Mixology lounge,inside
5026,HLjU8iTUwB67kutepA91Vw,3qEjUW12sH6KOBm86ZDmTA,Still tiny! Still good times too,inside
5027,wucKSzf-bE6tIE9Zdm3dKg,1Mmo93UBNsaVW7OnpWDuQg,,inside
5028,pCr_1syMnFbxFOnE-Lij1g,3tABZPOFyYgY05ADJnRT4w,Menu.,inside
5029,qhNMsitpRULKont3YhZ7yQ,l4AjbrjS91Z70AYQbABxvA,Kids LOVE it here!,inside
5030,iThTUXX4SlkzgtWQzJSOVg,3UR6sAv6l4rtfSvTPTavFA,My home away from home.,inside
5031,1Q1aaDSy6Ou9_gsxcuomig,jBj9leoWQCfeaDeuBFe9Fw,Hit the billiard tables after work and enjoy some friendly competition!,inside
5032,xHza1edMXQurumcOnEQZ-A,ig1coTO1jY6CvIvvKCFItw,Inside,inside
5033,dELRle-h08noDFO9WDTFnQ,X-BZp1KMgGzKkf_92Y3fWw,,inside
5034,q3W43h0_WT6a6M13vn-S-g,rajhXVhe25WptAZx26UqTA,Selling pineapples and watching some tv at the bar :) Thanks for the WiFi!,menu
5035,UJpAQazrLvdiSWw3wWaSgw,3_WGRjRrnZX2b4ZVpjmL6w,Arnold's After Dark Menu now Available,menu
5036,OMx4Z1ClU48rN0U7XbO9Hg,dNC6G1FhDVQA5D58Oyg06g,Sandwiches,menu
5037,tSz1p0u1cLD0WlfvKxYu7Q,ny4I5fE9rGSC5toJkQqgEQ,CT10 Beergarden Sunday Funday drink specials,menu
5038,Gw794hh8P7UognL22-wXSA,0Xm1wedwnMJ1iKXz8vUDSw,Well there's that!,menu
5039,OvBpC5lwwhzcPei-M_v8bA,eyQL0pS7agcZtdKYQ-tJGw,,menu
5040,3pv03aKLjysxNO8uKVwHtA,eCikDKFbaeYVNdCD2beX0Q,Chalkboard menu. Pay at the counter.,menu
5041,Nbq3OaH9z72ecLdmFpT_TA,MESkaHVT89UQdsSJhBL2Gg,,menu
5042,B4DdS3yyCWoqtTlkp4xrOA,-6L7ckMsebhvS_nk4wjhIA,,menu
5043,Fz7xqPF3501qNaYWuhAKgw,gehpdMAI1yDrtg4uTUba7A,,menu
5044,_Vpi65e91I8fqm1FoUYV0g,XnQ84ylyAZwh-XfHGGNBbQ,,menu
5045,uGIxBn0kbDFMTPR16jBBRQ,VGsPfL7qGIiqG4ucOUbdaQ,,menu
5046,dAxWTMn4MseiWZ3gu7iSGQ,o-UAGRwBITO0e4yOB7nYhw,Instructions on how to work the drink & cone,menu
5047,M0YR6w8f_EGOsOwCH63OdQ,jRbCgGm1cpIcBZf-vOhJvA,"Vegan Burgers and Sandwiches along with soups, salads and sides!",menu
5048,ZB1QNQ7xrLpoeC8dZNeqIw,KBsLYznLfnJEY3RIBUZe0Q,Deluxe rolls,menu
5049,q61q5WOHJpUNobZHVSvvPg,BRl-KarobZBNuCvhz5RWKg,,menu
5050,ZYmZfZgZtUhvwUody-htRw,3iUCCf1FWmjlFbGYvBgf9w,,menu
5051,9xYuZoB7XLu5LXvsjg1eJA,a-pcOIKQTLdYsPyrDbUMhw,Sandwich Menu,menu
5052,UN08a0LgT7eFCAKXDnCXeQ,KW7hDw16MIvR_gyNKzTvNQ,,menu
5053,-3vf95U5pvznoAbfMq0yMw,pSgZ6x48zgkbWucfzswkzg,Simple menu,menu
5054,q0pJeHGkxB0AZ5E8X59nYg,T7pfUqFPaxJWLquFePSLcw,Curbside Carry Out Menu,menu
5055,VxQ-nKn2r54XaW32GXCE6Q,kZdok6b-vUL1G5NB3D5seA,,menu
5056,k7oVe7DGvoxYn8mVkbEtmg,loD9IlH0q4stjff3NHhWYw,,menu
5057,9NlprCRL02iHNZS41o52IQ,kVrugngpixLsf4pNu4uzrw,Dinner Menu,menu
5058,1I2uoVaT_F3jSlcDzEcsOw,KToZclByHoXTZKMU4ALKlA,,menu
5059,Kz4tulIzZNKLr1Hs-zNuLw,bpbStpLUHAV7N3iXjfcvcw,Beer list on 2/26,menu
5060,2mIGrO3teaB8nXWNWcAxGQ,Tz10h4z2J6j2V9gD2fgGKA,Looks like fun.,menu
5061,VkIKkbabdROR7hw380rnOg,DnuRO4i1yI5REm5v1pUxWQ,E,menu
5062,JT8lFzrc55bImf3QIQgGPw,7JFH17VaAsbyRsMrvKsRFQ,,menu
5063,bXYDie8riNFLL2szc_kTKA,eltuhV8KTDIhqdYgAyknAw,,menu
5064,9QYVXkTo9Gjpbg-TKLPwHQ,eMffR5NKxgf1_lSJerrh-A,"Wings, Appetizers, Salads, Pizza, White Pizzas, Stromboli, Calzone",menu
5065,fQVpvqmyx-_nFEFdc57r0w,AvMhoV5RbPzm1TFuW8WEDQ,Lot to choose,menu
5066,If-r0qWsag1TkbNnVcThKg,U4fBv0KCZQLi6JUuR0V1fw,,menu
5067,k9c2pBE2uHKPHiiakOfsEg,i4X6UK_utSE_6zGahxV3QA,,menu
5068,HQ5drqZa_BC9QBEfKPguIQ,TK4dPtI2fglPR3LhUEoCmg,"Arepas, diferentes tipos de carne.",menu
5069,_jXVdGb6diOXjbih5CgUqA,wTDuyCnQuPEvArtcX46FFQ,Menu page 5,menu
5070,MV1d32VQReYRNKFhiLXeXA,1GP62ODB3tTZn5XNUGz6Cw,Sushi menu,menu
5071,5Y6UfcHsmZa8GNpsqoEjww,Mxlw3cSKkWv5o4HdRWGTPg,Beautiful Chalkboard Art,menu
5072,UaYGE6qgi-2_8_ulT3pfqA,P8N6-NGMGO_uc2yjZzLb9A,,menu
5073,0GPk61QhheIbyrrAnxiAMg,_pKEjjvNINYXArJwQSsoOg,"Menu at Carman's, 7-25-09",menu
5074,b1DPnAslgO53b6L5Cw_aGw,lg1tNs_nKX_b8RQGvX1W1g,,menu
5075,gkk3a55PHZ9e3xVmquhgSg,Eq2Myp_b9jG5SERaAmcTSA,,menu
5076,Tf4yadkzAyke8EiOzoKAyA,WP9GAuhvmUhm8MAxMqhgrQ,,menu
5077,J3rXzglnLsb-AGsFcIXRqg,erBjfgY05PFI9UElgguoQQ,,menu
5078,Zjos5Hj-4V_fuu0nTzEW7w,oBNrLz4EDhiscSlbOl8uAw,,menu
5079,139DolCbBuwKaaXh1kdamg,AODksDNj5mH953cyhUG1Qw,Menu,menu
5080,8Ee1RaBE8jF9ssaal2zvHw,xmO9u_t1LspxV5iuF594Tg,""" Wudon MAIN MENU""",menu
5081,C_5o5cLXvFBL4suR7vN9uA,nzMsAREnsFlsCHsBUwL2SQ,,menu
5082,p2p0yvHh3cUn-ZuLTP7KoQ,QOPcqO5zvGVZL54917JUdw,,menu
5083,wWI9AZJHNN2FZ2-sMGGuaQ,9meRwt44H_DQ_73G91q9rQ,You use an Ipad to order your meal.,menu
5084,MwKu63keIlAxJYl4Lqgqgg,5xRmemqmR89BpGoOA25hqA,Menu,menu
5085,-ChEZDW8gj3BzP1n3JxLYQ,gKPWC7F219oEbu5NXPzH4g,Beer menu part 2,menu
5086,7clwB6ZP__VEuaQKeeYNWQ,jrUso5L85sDzeBj7KqLhJg,Menu,menu
5087,hufzJ7Yytfx-09x9ygc0ug,JSrab1rTrhBq0X80o6fPrQ,Menu as of April 2016,menu
5088,D-_iwKM_xAZB068FTAouYg,konF0Z-x-MNhnqXIwM1aKA,,menu
5089,hfOOJViX5SmWEjf8NGWW0g,TbjqvdrSBm27arbKbReRfg,Valentine's day special,menu
5090,yWZIT4NRUeezZ8iDV0yabA,oXw9R3-fdgAzv0K6d35lkA,NEW HAPPY HOUR. Ends at 6PM everyday,menu
5091,YulKySprMc6wUf3axCBvVg,aoL_suEE8_QemZwhuTGo7A,Page 2 - Latest Menu as of December 2018,menu
5092,Zb9wXIeouk5PEtkIed027w,YIdYc6tQIFRJPNIaPBupYQ,Side 2 of new menu 2021.,menu
5093,_62pRKZz1QFGkw5tlLppww,xmO9u_t1LspxV5iuF594Tg,"""Wudon Lunch Menu""",menu
5094,FdUjsYyvO-qdFraQ-kv0oQ,GApqfwJMxg4t2tk3K2PpMw,,menu
5095,Cg-hcHviuNYcz2BzgtfPvw,BgQOm2TuoF1UmD4e7BOUjA,,menu
5096,SihyDHe5ah6-xdwEM4PQow,3cnjGli5iwGsUF06Dne9Yg,,menu
5097,yqlpq1TV5qHBT8hSmNPxFA,FryXEasH74MQDnj5Bvz3QA,,menu
5098,ktxBP-SpKJU3IPS5OMPU8Q,ng457WGt-tpVIAISMNN3HQ,,menu
5099,_qQ0_XccwDvaZ-FLbytZZA,0OOpPFMnPWxYzaL-ajv5Ng,,menu
5100,tOQKkZ6v0pUFVNg_tAQ1MA,Z0tqMjLVWNub24JsywCwbA,Menu,menu
5101,k29QK3w_931z8odtEx3eAA,IjtKwA7njLjTvZr0nFSLeA,Menu,menu
5102,aKN9mR9GJ33Eoht_QTXPNw,_bqwjNXAW_Li6c8suIwdBg,"Now serving lunch special ( 1 long roll, 1 nigiri, 1 appetizer and miso soup) starting at $10.95",menu
5103,kbTcvwDfHJAfc5yPGthEMg,QXGnmsKYANxOyZBqM-zlJA,,menu
5104,qyD12AtLZhiYdGpaR5uJFA,2vst1dN-NCO7HSBuD-q2fg,,menu
5105,nBBBqkxFm3U_LqgmxFZ1ag,6POxtHV_ZIpCJKBd3u_efA,,menu
5106,XTpiytRMENQye8M17EiWmQ,cm0bhBDPM3bjBefmEXa3BQ,Menu,menu
5107,e9XxxK45Ty00n_MwLeNw6w,3QvAI-Dg1GYTNCmrjhuo5g,"Craft cocktail menu at the Estate night club and event venue, downtown St. Pete",menu
5108,4oiXq2lz_4EaROObSTsSyg,T4xxJOwAEzwMupvvf1QduQ,,menu
5109,x5ibuDqI6rM6duUFU7Envg,_T0cPZE2ZJOTTlYYKMP64Q,Menu & Prices as of April 2011,menu
5110,MFUW-mzul0o4o3ZKpHNU0A,8iMubtt1hTafu5YhEzvZVg,,menu
5111,KAOdDP5zyYGuY2263D1YZQ,Ipkx4Sa7ybn8C6LtTqTztw,12/18/21,menu
5112,FYm6YKw4hjjAafyaANGbOA,2nnp7C4d9QrJ616R39wKUA,Beer options continued,menu
5113,c1GNgzdh-G71FX44AddLVA,uYMVRPYEqpmVXWN2xOs5KQ,Amazing wine tasting before dinner,menu
5114,L8wxqy8YmFlM4LmV7fXp1Q,quCIR7UcrMmpaKXYwet8pw,,menu
5115,OXczkfpCZtaiwO27Sn8pnQ,gqq_UziZzsW25cNu6pXvzg,Page two...sorry for the glare...,menu
5116,SfTMqT614Pr7SHlK6jkWgA,_zdARZbZNr4k8AD-SJDCgg,,menu
5117,vPwaxPpXQrJryUsbNRtZcw,hJlz7fa9pvdMRtIp4ADDlQ,,menu
5118,nl_V55jmf30vTTsxnPkQzg,eGnOXQYoE6qh5LdTHym_Ig,Menu 09/2018,menu
5119,4Qp2DY3mbpuzsqj1CxWaBA,g2jeKyXYwHUaiop2UPOFXQ,,menu
5120,gDSuxxe_ktvW0BDHIPMLpw,zYy9lS8HlpbCHsGPmORTfA,Be Happy with 11 Beers,menu
5121,yM-a9WBadSzLxumH6j-U-w,IFIdD8lL7Ul2LHepHryK-A,,menu
5122,NZ9kFfu7dw6GY7jUErTu4g,wTKdsD4AccJAQak1R2k73Q,,menu
5123,4XD70iodwvKTcxVLkOiFdw,_9MTM7D67Up6A_5uTv1Ucw,,menu
5124,NSGda548sH-iGBh0p-78GA,w_LP7DTDpibVU9rLtzhGCA,,menu
5125,4hDYXN8ox2xNxvyME5xC3w,vXb4OWsjPoiBtmarfexj-g,Menu,menu
5126,HSoXt4g6cXHyMOUfiHTWqA,TpE22_ITBg1ubzNVHE2MHQ,New menu for delivery and take out!!,menu
5127,1ka4vP68bvYMM12m9jUf_A,k67rl4w58GIvmbTMnhTLaA,Menu,menu
5128,2x0jl9ZymEaqO3hzS6u-Bg,UhA77Rfgcm46B7pUDCVh4g,,menu
5129,TrrpkyWzJA1sAY7po9wWNg,xKiTLjsWMHoeutot6lPZIw,Tap List,menu
5130,Kq8cwjZdFqRKsssjAfzWdQ,-iGzevsRYAi990-Lt-iMoQ,,menu
5131,Ao5u47KHjqq5mKQYuU4pIQ,sihT-_DtwOdnDDDJbXN22A,,menu
5132,uSbyFRqroJJsaSfOO_5Ucg,XQoSWEyIGHMIZKxLZOpXSg,,menu
5133,PQxHjgh5ad6H3FSANECDpQ,3MIvd8aVC5N13sY8mq8wtg,,menu
5134,52DsS0ygrLwTDQ9qmBfJ6A,YbkD76a_vnGYpMrFLETIyA,Beer menu,menu
